time,vehicle_id,speed,acceleration,slope_degrees,road_grade_angle,x,y,edge_id,lane_id,signed_power_watts,consumption_power_watts
63.0,87,5.706227999999999,0.0,0.0,0.0,5154.410396196513,1693.3173375594295,43037120#1,43037120#1_0,2196.4590602575104,2196.4590602575104
64.0,87,4.854924424043737,-0.8513035759562628,0.0,0.0,5152.2688949318135,1697.6747155818543,43037120#1,43037120#1_0,-6368.393787081956,0.0
65.0,87,5.006829221690885,0.15190479764714837,0.0,0.0,5150.060388645436,1702.1684307681476,43037120#1,43037120#1_0,3577.733497628924,3577.733497628924
66.0,87,5.295967526971243,0.2891383052803578,0.0,0.0,5147.724343803904,1706.9216525475051,43037120#1,43037120#1_0,5204.050902105387,5204.050902105387
67.0,87,4.43251481580536,-0.8634527111658823,0.0,0.0,5145.76916690417,1710.8999106943902,43037120#1,43037120#1_0,-5842.232833384284,0.0
68.0,87,4.470023278011821,0.037508462206460536,0.0,0.0,5143.797445067328,1714.91183333007,43037120#1,43037120#1_0,2257.925386536738,2257.925386536738
69.0,87,5.148981444053232,0.6789581660414115,0.0,0.0,5141.526235608382,1719.533132576476,43037120#1,43037120#1_0,9150.352172519415,9150.352172519415
70.0,87,4.905902031836911,-0.24307941221632134,0.0,0.0,5139.362248182823,1723.9362638771051,43037120#1,43037120#1_0,-400.909704435039,0.0
71.0,87,4.716902792295321,-0.18899923954159004,0.0,0.0,5137.281628092192,1728.1697651154093,43037120#1,43037120#1_0,166.87105456161453,166.87105456161453
72.0,87,5.425029585538312,0.7081267932429913,0.0,0.0,5134.888654133435,1733.038822308135,43037120#1,43037120#1_0,9913.17013509443,9913.17013509443
73.0,87,5.642367993602409,0.217338408064097,0.0,0.0,5132.39981246695,1738.1029444534759,43037120#1,43037120#1_0,4665.637035304953,4665.637035304953
74.0,87,4.938091511260598,-0.7042764823418111,0.0,0.0,5131.672691676693,1739.593516621485,:30294185_1,:30294185_1_0,-5022.642226745482,0.0
75.0,87,4.56567852546449,-0.3724129857961085,0.0,0.0,5129.656833615515,1743.6912280970332,:30294185_1,:30294185_1_0,-1504.7946624799029,0.0
76.0,87,4.813175587430477,0.2474970619659871,0.0,0.0,5128.739363326538,1745.5439215640456,43037120#4,43037120#4_0,4406.911602688271,4406.911602688271
77.0,87,4.7715862328232,-0.041589354607276974,0.0,0.0,5126.646752849269,1749.8325579115788,43037120#4,43037120#4_0,1582.779753379693,1582.779753379693
78.0,87,5.4705996340186065,0.6990134011954066,0.0,0.0,5124.247585454506,1754.7494579294103,43037120#4,43037120#4_0,9887.96993696587,9887.96993696587
79.0,87,5.684795075799219,0.21419544178061223,0.0,0.0,5121.754481242136,1759.8588738763847,43037120#4,43037120#4_0,4657.929832199943,4657.929832199943
80.0,87,5.537049598530746,-0.14774547726847231,0.0,0.0,5119.32617177906,1764.8354982121252,43037120#4,43037120#4_0,500.38399042303166,500.38399042303166
81.0,87,5.566660356526143,0.02961075799539703,0.0,0.0,5116.884876323614,1769.8387362915603,43037120#4,43037120#4_0,2498.123122748988,2498.123122748988
83.0,87,5.45018266921851,0.9488159079803156,0.0,0.0,5112.52055896936,1778.783052608878,43037120#4,43037120#4_0,12612.12122937902,12612.12122937902
84.0,87,5.627358843274295,0.17717617405578512,0.0,0.0,5110.052643793944,1783.8408456567884,43037120#4,43037120#4_0,4197.775141287848,4197.775141287848
85.0,87,5.156602504039063,-0.47075633923523164,0.0,0.0,5107.791181902544,1788.475529355152,43037120#4,43037120#4_0,-2846.1985640002854,0.0
86.0,87,5.417302686888605,0.26070018284954166,0.0,0.0,5105.415388233944,1793.3445268069352,43037120#4,43037120#4_0,4990.688696376471,4990.688696376471
87.0,87,5.575853099725089,0.15855041283648408,0.0,0.0,5102.9700612405995,1798.3560271980405,43037120#4,43037120#4_0,3957.0597925367265,3957.0597925367265
88.0,87,5.400348555883273,-0.17550454384181613,0.0,0.0,5100.601702917489,1803.2097865091043,43037120#4,43037120#4_0,206.3504078998277,206.3504078998277
89.0,87,4.735359268919445,-0.6649892869638281,0.0,0.0,5098.524980013142,1807.4658625576974,43037120#4,43037120#4_0,-4401.680124796705,0.0
90.0,87,5.589074804545261,0.8537155356258159,0.0,0.0,5096.073854554322,1812.4892464359916,43037120#4,43037120#4_0,11834.301150667716,11834.301150667716
91.0,87,5.388341521592691,-0.20073328295256943,0.0,0.0,5093.710761994949,1817.3322139891006,43037120#4,43037120#4_0,-67.47632174737782,0.0
92.0,87,5.418874943377331,0.03053342178463936,0.0,0.0,5091.334278802942,1822.2026245634797,43037120#4,43037120#4_0,2465.514184966708,2465.514184966708
95.0,87,0.5043134103229145,-0.5906298748238332,0.0,0.0,5089.115934098218,1826.7412287037275,:7251841018_0,:7251841018_0_0,496.91663725289993,496.91663725289993
96.0,87,0.029720775233006903,-0.4745926350899076,0.0,0.0,5089.12880530009,1826.7143161907213,:7251841018_0,:7251841018_0_0,977.3347450767399,977.3347450767399
97.0,87,0.005144255073065677,-0.024576520159941224,0.0,0.0,5089.13103312709,1826.7096580069938,:7251841018_0,:7251841018_0_0,1000.7661128267131,1000.7661128267131
98.0,87,0.0029255083457322773,-0.0022187467273334,0.0,0.0,5089.132300079523,1826.7070089246333,:7251841018_0,:7251841018_0_0,1000.5681711910127,1000.5681711910127
99.0,87,0.0011318605761056317,-0.0017936477696266456,0.0,0.0,5089.132790255363,1826.7059840115132,:7251841018_0,:7251841018_0_0,1000.2207964197428,1000.2207964197428
100.0,87,0.0004264883858221924,-0.0007053721902834393,0.0,0.0,5089.132974955058,1826.7055978212427,:7251841018_0,:7251841018_0_0,1000.0841368736584,1000.0841368736584
101.0,87,0.0003112682590487027,-0.00011522012677348968,0.0,0.0,5089.1331097562725,1826.7053159641578,:7251841018_0,:7251841018_0_0,1000.0617785366906,1000.0617785366906
102.0,87,0.0,-0.0003112682590487027,0.0,0.0,5089.1331097562725,1826.7053159641578,:7251841018_0,:7251841018_0_0,1000.0,1000.0
103.0,87,0.0,0.0,0.0,0.0,5089.1331097562725,1826.7053159641578,:7251841018_0,:7251841018_0_0,1000.0,1000.0
104.0,87,0.0,0.0,0.0,0.0,5089.1331097562725,1826.7053159641578,:7251841018_0,:7251841018_0_0,1000.0,1000.0
